country,cover,director,genre,mark,playable,rank,rater,release_date,starring,title
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,喜剧 动画 冒险,8.7,[不可播放],167,849151人评价,2013,主演...,疯狂原始人
中国大陆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,导演: 忻钰坤 Yukun Xin,剧情 犯罪 悬疑,8.7,[不可播放],168,531148人评价,2014,主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,心迷宫
美国 德国 法国 英国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,导演: 保罗·格林格拉斯 Paul Greengrass,动作 悬疑 惊悚,8.8,[不可播放],169,424537人评价,2007,主演: 马特·达蒙 Matt Damon / ...,谍影重重3
巴西 法国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,犯罪 剧情,9.0,[不可播放],170,304794人评价,2002,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,上帝之城
中国香港,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,导演: 吴宇森 John Woo,剧情 动作 犯罪,8.6,[不可播放],171,549363人评价,1986,主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,英雄本色
日本,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,导演: 宫崎骏 Hayao Miyazaki,动画 奇幻 冒险,8.9,[不可播放],172,358670人评价,1984,主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,风之谷
中国香港,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,导演: 吴宇森 John Woo,剧情 喜剧 动作 犯罪,8.8,[不可播放],173,431921人评价,1991,主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,纵横四海
英国 南非 意大利 美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,导演: 特瑞·乔治 Terry George,剧情 传记 历史 战争,8.9,[不可播放],174,334668人评价,2004,主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,卢旺达饭店
日本,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,导演: 是枝裕和 Hirokazu Koreeda,剧情 家庭,8.8,[不可播放],175,456167人评价,2015,主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,海街日记
美国 希腊,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,导演: 理查德·林克莱特 Richard Linklater,剧情 爱情,8.9,[不可播放],176,410565人评价,2013,主演: 伊桑·霍克 Ethan Hawke ...,爱在午夜降临前
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,导演: 弗兰克·德拉邦特 Frank Darabont,犯罪 剧情 奇幻 悬疑,8.9,[不可播放],177,336071人评价,1999,主演: 汤姆·汉克斯 Tom Hanks / ...,绿里奇迹
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,导演: 克里斯托弗·诺兰 Christopher Nolan,犯罪 剧情 悬疑 惊悚,8.7,[不可播放],178,612292人评价,2000,主演: 盖·皮尔斯 Guy Pearce /...,记忆碎片
美国 加拿大,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,导演: 托德·菲利普斯 Todd Phillips,剧情 犯罪 惊悚,8.7,[不可播放],179,1020925人评价,2019,主演: 杰昆·菲尼克斯 Joaquin Phoeni...,小丑
中国大陆 中国香港,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,导演: 宁浩 Hao Ning,喜剧 犯罪,8.6,[不可播放],180,834570人评价,2006,主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,疯狂的石头
中国大陆 中国香港,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,剧情,9.5,[不可播放],181,138397人评价,1994,主演: 牛振华 Zhenhua N...,背靠背，脸对脸
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,喜剧 歌舞 爱情,9.1,[不可播放],182,230480人评价,1952,主演: 吉恩·...,雨中曲
中国香港 中国大陆,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,导演: 罗启锐 Alex Law,剧情 家庭,8.7,[不可播放],183,579099人评价,2010,主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,岁月神偷
英国 美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,导演: 斯坦利·库布里克 Stanley Kubrick,科幻 惊悚 冒险,8.9,[不可播放],184,337174人评价,1968,主演: 凯尔·杜拉 Keir Dullea / ...,2001太空漫游
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589788.jpg,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,动画 奇幻 音乐,8.7,[不可播放],185,998429人评价,2020,主演: 杰米·...,心灵奇旅
日本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,导演: 神山征二郎 Seijirô Kôyama,剧情,9.2,[不可播放],186,198627人评价,1987,主演: 仲代达矢 Tatsuya Nakadai /...,忠犬八公物语
阿根廷 西班牙,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,导演: 达米安·斯兹弗隆 Damián Szifron,剧情 喜剧 犯罪,8.8,[不可播放],187,449725人评价,2014,主演: 达里奥·葛兰帝内提 Darío...,荒蛮故事
中国香港,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,导演: 刘伟强 / 麦兆辉,剧情 犯罪 惊悚,8.7,[不可播放],188,488184人评价,2003,主演: 陈冠希 Edison Chen / 余文乐 Shawn Yue / 曾...,无间道2
日本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,导演: 是枝裕和 Hirokazu Koreeda,剧情 犯罪 家庭,8.7,[不可播放],189,820961人评价,2018,主演: 中川雅也 Lily Franky / 安藤樱 Sa...,小偷家族
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589589.jpg,导演: 瑞奇·莫尔 Rich Moore,喜剧 动画 奇幻 冒险,8.7,[不可播放],190,548365人评价,2012,主演: 约翰·C·赖利 John C. Reilly / 萨拉...,无敌破坏王
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,导演: 达米恩·查泽雷 Damien Chazelle,剧情 音乐,8.7,[不可播放],191,596936人评价,2014,主演: 迈尔斯·特勒 Miles Teller /...,爆裂鼓手
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589259.jpg,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,喜剧 动画 冒险,8.6,[不可播放],192,623996人评价,2002,主演...,冰川时代
英国 澳大利亚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,导演: 克里斯托弗·史密斯 Christopher Smith,剧情 悬疑 惊悚,8.5,[不可播放],193,878243人评价,2009,主演: 梅利莎·乔治 Melissa ...,恐怖游轮
英国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,剧情 爱情,8.6,[不可播放],194,753216人评价,2008,主演: 戴夫...,贫民窟的百万富翁
中国台湾,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,导演: 杨德昌 Edward Yang,剧情 犯罪,8.9,[不可播放],195,307181人评价,1991,主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,牯岭街少年杀人事件
中国香港 中国台湾,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,导演: 王家卫 Kar Wai Wong,剧情 动作 爱情 武侠 古装,8.6,[不可播放],196,583480人评价,1994,主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,东邪西毒
日本,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,导演: 宫崎骏 Hayao Miyazaki,动画 奇幻 冒险,8.7,[不可播放],197,466580人评价,1989,主演: 高山南 Minami Takayama / 佐久间玲 Re...,魔女宅急便
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg,导演: 罗伯·莱纳 Rob Reiner,冒险 喜剧 剧情,8.7,[不可播放],198,470390人评价,2007,主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,遗愿清单
日本,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,导演: 今敏 Satoshi Kon,剧情 喜剧 动画,9.0,[不可播放],199,236212人评价,2003,主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,东京教父
中国台湾,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,导演: 黄信尧 Hsin-yao Huang,剧情 喜剧,8.7,[不可播放],200,468451人评价,2017,主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,大佛普拉斯
日本,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,导演: 藤森雅也 Masaya Fujimori,剧情 动画 儿童,8.9,[不可播放],201,337719人评价,2010,主演: 山口胜平 Kappei Yamaguchi / 爱河...,你看起来好像很好吃
英国 美国 法国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,导演: 理查德·柯蒂斯 Richard Curtis,喜剧 剧情 爱情,8.6,[不可播放],202,738819人评价,2003,主演: 休·格兰特 Hugh Grant / 连姆...,真爱至上
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896603000.jpg,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky,剧情 惊悚,8.6,[不可播放],203,787617人评价,2010,主演: 娜塔莉·波特曼 Natalie...,黑天鹅
中国大陆 中国香港,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,导演: 陆川 Chuan Lu,剧情 犯罪,8.9,[不可播放],204,307955人评价,2004,主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,可可西里
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,导演: Charles Chaplin,喜剧 剧情 爱情,9.3,[不可播放],205,149677人评价,1931,主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,城市之光
美国 加拿大,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,导演: 邓肯·琼斯 Duncan Jones,科幻 悬疑 惊悚,8.5,[不可播放],206,845268人评价,2011,主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,源代码
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,导演: 肯尼斯·罗纳根 Kenneth Lonergan,剧情 家庭,8.6,[不可播放],207,553684人评价,2016,主演: 卡西·阿弗莱克 Casey Affle...,海边的曼彻斯特
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,导演: 巴瑞·莱文森 Barry Levinson,剧情,8.7,[不可播放],208,408847人评价,1988,主演: 达斯汀·霍夫曼 Dustin Hoffman ...,雨人
英国 美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,导演: 布莱恩·辛格 Bryan Singer,剧情 传记 同性 音乐,8.6,[不可播放],209,614733人评价,2018,主演: 拉米·马雷克 Rami Malek / 本·哈...,波西米亚狂想曲
泰国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,剧情 喜剧 爱情,8.5,[不可播放],210,988348人评价,2010,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,初恋这件小事
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,导演: 尼克·卡索维茨 Nick Cassavetes,剧情 爱情,8.5,[不可播放],211,680296人评价,2004,主演: 瑞恩·高斯林 Ryan Gosling /...,恋恋笔记本
美国 英国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,导演: 史蒂文·斯皮尔伯格 Steven Spielberg,剧情 科幻,8.7,[不可播放],212,453162人评价,2001,主演: 海利·乔·奥斯蒙 Haley...,人工智能
中国香港 中国大陆,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,导演: 徐克 Hark Tsui,剧情 爱情 奇幻 古装,8.6,[不可播放],213,534668人评价,1993,主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,青蛇
法国 英国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,导演: 杰拉尔·乌里 Gérard Oury,喜剧 战争,8.9,[不可播放],214,261479人评价,1966,主演: 路易·德·菲耐斯 Louis de Funès...,虎口脱险
美国 英国 法国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,导演: 雷德利·斯科特 Ridley Scott,犯罪 剧情 惊悚,8.9,[不可播放],215,264509人评价,1991,主演: 吉娜·戴维斯 Geena Davis / 苏...,末路狂花
美国 法国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,导演: 詹姆斯·卡梅隆 James Cameron,动作 科幻,8.8,[不可播放],216,346351人评价,1991,主演: 阿诺·施瓦辛格 Arnold Schwarz...,终结者2：审判日
澳大利亚 美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,导演: 乔治·米勒 George Miller,动作 科幻 冒险,8.7,[不可播放],217,538093人评价,2015,主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,疯狂的麦克斯4：狂暴之路
日本,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,导演: 黑泽明 Akira Kurosawa,剧情 犯罪 悬疑,8.8,[不可播放],218,319664人评价,1950,主演: 三船敏郎 Toshirô Mifune / 京町子 ...,罗生门
中国香港 中国大陆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,导演: 李惠民 Raymond Lee,动作 爱情 武侠 古装,8.7,[不可播放],219,451228人评价,1992,主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,新龙门客栈
德国 美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1086394013.jpg,导演: 昆汀·塔伦蒂诺 Quentin Tarantino,剧情 犯罪,8.7,[不可播放],220,486478人评价,2009,主演: 布拉德·皮特 Brad Pitt / ...,无耻混蛋
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,导演: 安德鲁·尼科尔 Andrew Niccol,剧情 科幻 惊悚,8.8,[不可播放],221,304996人评价,1997,主演: 伊桑·霍克 Ethan Hawke / 乌玛...,千钧一发
日本,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,导演: 宫崎骏 Hayao Miyazaki,动画 奇幻 冒险,8.6,[不可播放],222,506373人评价,2008,主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,崖上的波妞
日本,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,导演: 高畑勋 Isao Takahata,动画 剧情 战争,8.7,[不可播放],223,408511人评价,1988,主演: 辰己努 / 白石绫乃 / 志乃原良子,萤火虫之墓
中国大陆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174804034.jpg,导演: 谢晋 Jin Xie,剧情 爱情,9.3,[不可播放],224,144445人评价,1987,主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,芙蓉镇
日本,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg,导演: 土井裕泰 Nobuhiro Doi,剧情 爱情,8.6,[不可播放],225,642037人评价,2021,主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...,花束般的恋爱
美国 英国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit,科幻 悬疑 惊悚,8.6,[不可播放],226,591491人评价,2013,主演: 艾米丽·芭尔多尼 Em...,彗星来的那一夜
美国 中国香港,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,导演: 斯蒂芬·卓博斯基 Stephen Chbosky,剧情 儿童 家庭,8.6,[不可播放],227,557140人评价,2017,主演: 雅各布·特伦布莱 Jacob Tr...,奇迹男孩
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg,导演: 达米恩·查泽雷 Damien Chazelle,剧情 爱情 歌舞,8.4,[不可播放],228,913933人评价,2016,主演: 瑞恩·高斯林 Ryan Gosling /...,爱乐之城
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,动作 科幻,8.7,[不可播放],229,411808人评价,2003,...,黑客帝国2：重装上阵
中国大陆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,导演: 郭柯 Ke Guo,纪录片,8.7,[不可播放],230,294391人评价,2015,主演:,二十二
英国 美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p721429854.jpg,导演: 大卫·叶茨 David Yates,奇幻 冒险,8.5,[不可播放],231,588084人评价,2010,主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,哈利·波特与死亡圣器(上)
美国 德国 英国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,导演: 爱德华·兹威克 Edward Zwick,剧情 惊悚 冒险,8.7,[不可播放],232,385226人评价,2006,主演: 莱昂纳多·迪卡普里奥 Leonardo ...,血钻
美国 德国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,导演: 安德鲁·尼科尔 Andrew Niccol,剧情 犯罪,8.7,[不可播放],233,374124人评价,2005,主演: 尼古拉斯·凯奇 Nicolas Cage /...,战争之王
日本,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,导演: 是枝裕和 Hirokazu Koreeda,剧情 家庭,8.8,[不可播放],234,283602人评价,2008,主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,步履不停
英国 美国 匈牙利 约旦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589468.jpg,导演: 雷德利·斯科特 Ridley Scott,剧情 科幻 冒险,8.5,[不可播放],235,740759人评价,2015,主演: 马特·达蒙 Matt Damon / 杰西卡...,火星救援
爱尔兰 加拿大 英国 美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson,剧情 家庭,8.8,[不可播放],236,371555人评价,2015,主演: 布丽·拉尔森 Brie Larson...,房间
美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,导演: 茂文·勒鲁瓦 Mervyn LeRoy,剧情 爱情 战争,8.8,[不可播放],237,282607人评价,1940,主演: 费雯·丽 Vivien Leigh / 罗伯特·...,魂断蓝桥
日本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,导演: 今敏 Satoshi Kon,动画 剧情 爱情,8.8,[不可播放],238,273503人评价,2001,主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,千年女优
美国 德国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,导演: 保罗·格林格拉斯 Paul Greengrass,动作 悬疑 惊悚,8.7,[不可播放],239,358226人评价,2004,主演: 马特·达蒙 Matt Damon / ...,谍影重重2
美国 英国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg,导演: 本·斯蒂勒 Ben Stiller,剧情 喜剧 冒险,8.6,[不可播放],240,496225人评价,2013,主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...,白日梦想家
英国 美国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443403700.jpg,导演: 大卫·叶茨 David Yates,奇幻 冒险,8.5,[不可播放],241,582370人评价,2007,主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,哈利·波特与凤凰社
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg,导演: 约翰·李·汉考克 John Lee Hancock,剧情 家庭 传记 运动,8.7,[不可播放],242,314895人评价,2009,主演: 桑德拉·布洛克 Sandra Bu...,弱点
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2543465022.jpg,导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey,动作 科幻 动画 冒险,8.6,[不可播放],243,677158人评价,2018,主...,蜘蛛侠：平行宇宙
美国 德国 捷克,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,导演: 道格·里曼 Doug Liman,动作 悬疑 惊悚,8.6,[不可播放],244,434267人评价,2002,主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,谍影重重
中国香港,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,导演: 王家卫 Kar Wai Wong,犯罪 剧情 爱情,8.5,[不可播放],245,517741人评价,1990,主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,阿飞正传
美国 德国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,导演: 史蒂芬·戴德利 Stephen Daldry,剧情 爱情,8.6,[不可播放],246,457880人评价,2008,主演: 凯特·温丝莱特 Kate Winslet ...,朗读者
美国,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg,导演: 爱德华·兹威克 Edward Zwick,剧情 爱情 战争 西部,8.7,[不可播放],247,290703人评价,1994,主演: 布拉德·皮特 Brad Pitt / 安东...,燃情岁月
美国,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,导演: 约翰·卡尼 John Carney,喜剧 爱情 音乐,8.6,[不可播放],248,432536人评价,2013,主演: 凯拉·奈特莉 Keira Knightley / 马克...,再次出发之纽约遇见你
中国大陆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.jpg,导演: 谢晋 Jin Xie,剧情 战争,9.5,[不可播放],249,90118人评价,1984(中国大陆) / 1985,主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,高山下的花环
德国 法国 西班牙 美国 比利时,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,导演: 汤姆·提克威 Tom Tykwer,剧情 犯罪 奇幻,8.5,[不可播放],250,550076人评价,2006,主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,香水
